(0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0), [0.009080762043595314, 5.078650951385498, -0.02393285185098648]
(0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1), [1.8313038349151611, -0.08503180742263794, -0.0800970196723938]
(0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0), [-0.023539885878562927, -0.022601604461669922, 6.224854469299316]
(0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0), [3.204976797103882, -0.18669255077838898, -0.1302485466003418]
(0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0), [5.626859664916992, 0.11179021745920181, 0.08792515844106674]
(0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1), [5.12648344039917, 0.14178329706192017, 0.05636021867394447]
(0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0), [0.2044970840215683, 0.2070700079202652, 9.427084922790527]
(0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1), [-0.10082896798849106, -0.09167993813753128, -2.31699800491333]
(0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0), [1.1265145540237427, -2.3415231704711914, -0.051116690039634705]
(0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0), [0.7598119378089905, 0.8053427934646606, 11.607110023498535]
(0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0), [11.28847599029541, 0.3462015688419342, 0.23357193171977997]
(0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1), [0.47614577412605286, 0.7271748781204224, 7.991769313812256]
(0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0), [0.24667085707187653, 5.50786828994751, 0.22213114798069]
(0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0), [0.0034485510550439358, 5.051386833190918, 0.15978528559207916]
(0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0), [-0.03339580073952675, 6.358556270599365, -0.09814345091581345]
(0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0), [-0.11554379016160965, 6.253076553344727, -0.11771813780069351]
(0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0), [-0.057528845965862274, 0.02897055074572563, 8.674623489379883]
(0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0), [-0.17700457572937012, 0.5294041037559509, -0.6343317627906799]
(0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1), [4.220425128936768, 0.022875426337122917, 0.003871283959597349]
(0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0), [1.7122929096221924, -0.3347727656364441, -0.047837261110544205]
(0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0), [-0.22091543674468994, 1.2364555597305298, -0.1456492692232132]
(0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0), [2.8033804893493652, -0.17952999472618103, -0.24919457733631134]
