(0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0), [2.6301305294036865, 0.08432354032993317, 0.08527463674545288]
(0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1), [2.6580820083618164, 0.0967409759759903, 0.09630114585161209]
(0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0), [0.06790532916784286, 3.7382850646972656, 0.0918024331331253]
(0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0), [3.848794460296631, 0.08559273183345795, 0.07849650830030441]
(0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0), [0.1674116998910904, 8.5098876953125, 0.20700719952583313]
(0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0), [0.29269880056381226, 0.2916983366012573, 9.376133918762207]
(0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0), [0.20019978284835815, 6.602148532867432, 0.1548052579164505]
(0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0), [0.02375354990363121, 0.1871471405029297, -0.45133209228515625]
(0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0), [-0.37969309091567993, -0.10952276736497879, 0.5018508434295654]
(0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1), [3.589838981628418, 0.14773370325565338, 0.15069574117660522]
(0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1), [0.03786124661564827, -0.018142463639378548, -1.3513792753219604]
(0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0), [0.015301963314414024, -3.1663920879364014, -0.0716085210442543]
(0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0), [0.14337372779846191, 3.7938380241394043, 0.11074557155370712]
(0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1), [3.0448033809661865, 0.12720069289207458, 0.13380514085292816]
(0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0), [4.4110188484191895, 0.14975403249263763, 0.18430572748184204]
(0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0), [0.14942428469657898, 3.8560242652893066, 0.17232681810855865]
